metric,type,start_time,end_time,value,opt
Alarm,service,1695916325545,1695916325554,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695916325546,1695916325554,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695916325906,1695916325952,NetworkStats,1000
Coulomb charge,int,1695916296786,1695916326955,1713,
Wakelock_in,service,1695916328281,1695916328427,*launch*,10031
Wakelock_in,service,1695916337100,1695916337226,*launch*,10031
Wakelock_in,service,1695916338694,1695916338698,GCM_READ,10044
Wakelock_in,service,1695916338697,1695916338745,GCM_WORK,10044
Wakelock_in,service,1695916338749,1695916338761,GCM_WORK,10044
Wakelock_in,service,1695916338721,1695916342273,GOOGLE_C2DM,10254
JobScheduler,service,1695916341798,1695916342380,it.sky.skysport/androidx.work.impl.background.systemjob.SystemJobService,10254
Wakelock_in,service,1695916341873,1695916342381,*job*/it.sky.skysport/androidx.work.impl.background.systemjob.SystemJobService,10254
Wakelock_in,service,1695916342857,1695916342874,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695916343249,1695916343252,nearby:ENWearableDeviceManager,10044
Active process,service,1695916342873,1695916343434,com.samsung.android.app.galaxyfinder:appservice,10037
Wakelock_in,service,1695916343098,1695916344058,Icing,10044
Wakelock_in,service,1695916344207,1695916344207,Icing,10044
Wakelock_in,service,1695916344058,1695916344207,Icing,10254
Wakelock_in,service,1695916344715,1695916344719,GCM_WORK,10044
Wakelock_in,service,1695916347799,1695916347801,GCM_WORK,10044
Top app,service,1695916212063,1695916348578,com.example.robotinteraction,10031
Wakelock_in,service,1695916348569,1695916348684,*launch*,10113
Active process,service,1695916211543,1695916349062,com.example.robotinteraction,10031
Alarm,service,1695916352403,1695916352407,*alarm*:*job.delay*,10254
Wakelock_in,service,1695916352404,1695916352407,*alarm*:*job.delay*,10254
Wakelock_in,service,1695916353763,1695916353777,Wakeful StateMachine: GeofencerStateMachine,10044
Wakelock_in,service,1695916353791,1695916353793,*telephony-radio*,1001
Wakelock_in,service,1695916353766,1695916353801,NlpWakeLock,10044
Wakelock_in,service,1695916353793,1695916353803,*telephony-radio*,1000
Wakelock_in,service,1695916353803,1695916353804,*telephony-radio*,1001
Wakelock_in,service,1695916353855,1695916353860,*telephony-sem-radio*,1001
Wakelock_in,service,1695916353861,1695916353867,*telephony-sem-radio*,1001
Wakelock_in,service,1695916353867,1695916353869,*telephony-sem-radio*,1001
Wakelock_in,service,1695916353869,1695916353871,*telephony-sem-radio*,1001
Wakelock_in,service,1695916353876,1695916353877,*telephony-sem-radio*,1001
Charging status,string,1695916206439,1695916353921,d,
Plug,string,1695916206439,1695916353921,n,
Temperature,int,1695916206439,1695916353921,351,
Voltage,int,1695916236426,1695916353921,3793,
Wakelock_in,service,1695916353906,1695916353921,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695916353941,1695916353953,AudioMix,1041
Wakelock_in,service,1695916353952,1695916354019,NetworkStats,1000
Wakelock_in,service,1695916354033,1695916354036,*telephony-radio*,1001
Wakelock_in,service,1695916353944,1695916354037,*gms_scheduler*:internal,10044
Wakelock_in,service,1695916354036,1695916354042,*telephony-radio*,1000
Wakelock_in,service,1695916354042,1695916354044,*telephony-radio*,1001
Wakelock_in,service,1695916353977,1695916354045,*gms_scheduler*/com.google.android.gms/.auth.account.be.accountstate.GcmTaskService,10044
Wakelock_in,service,1695916354052,1695916354065,*gms_scheduler*:internal,10044
Wakelock_in,service,1695916354103,1695916354104,*telephony-radio*,1001
Wakelock_in,service,1695916354104,1695916354113,*telephony-radio*,1000
Wakelock_in,service,1695916354113,1695916354116,*telephony-radio*,1001
Audio,bool,1695916353952,1695916354133,true,
Wakelock_in,service,1695916353953,1695916354139,AudioMix,10009
Wakelock_in,service,1695916354158,1695916354195,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695916354241,1695916354246,nearby:ENWearableDeviceManager,10044
Wakelock_in,service,1695916354026,1695916354252,*gms_scheduler*/com.google.android.gms/.clearcut.uploader.QosUploaderService,10044
Wakelock_in,service,1695916354273,1695916354279,Icing,10044
Wakelock_in,service,1695916354261,1695916354284,*gms_scheduler*:internal,10044
Wakelock_in,service,1695916354301,1695916354301,Icing,10044
Wakelock_in,service,1695916354279,1695916354301,Icing,10254
Wakelock_in,service,1695916354139,1695916354332,AudioMix,1041
JobScheduler,service,1695916353811,1695916354800,com.facebook.katana/com.facebook.conditionalworker.ConditionalWorkerService,10130
Wakelock_in,service,1695916353830,1695916354801,*job*/com.facebook.katana/com.facebook.conditionalworker.ConditionalWorkerService,10130
Active process,service,1695916354223,1695916354891,com.samsung.android.app.galaxyfinder:appservice,10037
Audio,bool,1695916354332,1695916355542,true,
Wakelock_in,service,1695916354133,1695916355542,android.media.MediaPlayer,10009
Wakelock_in,service,1695916354332,1695916355564,AudioMix,10009
Wakelock_in,service,1695916355564,1695916356947,AudioMix,1041
Wakelock_in,service,1695916357149,1695916357151,GCM_WORK,10044
Wakelock_in,service,1695916360334,1695916360335,*telephony-radio*,1001
Wakelock_in,service,1695916360336,1695916360343,*telephony-radio*,1000
Wakelock_in,service,1695916360344,1695916360344,*telephony-radio*,1001
Voltage,int,1695916353921,1695916363751,3788,
Coulomb charge,int,1695916326955,1695916363751,1709,
Voltage,int,1695916363751,1695916373782,3826,
Coulomb charge,int,1695916363751,1695916373782,1705,
Alarm,service,1695916380014,1695916380020,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695916380019,1695916380020,*alarm*:TIME_TICK,1000
Alarm,service,1695916385345,1695916385558,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695916385548,1695916385559,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695916391365,1695916391373,GCM_WORK,10044
Voltage,int,1695916373782,1695916393976,3803,
Wakelock_in,service,1695916399927,1695916399928,*telephony-radio*,1001
Wakelock_in,service,1695916399929,1695916399937,*telephony-radio*,1000
Wakelock_in,service,1695916399937,1695916399938,*telephony-radio*,1001
Alarm,service,1695916403553,1695916403564,*alarm*:com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE,10113
Wakelock_in,service,1695916403561,1695916403564,*alarm*:com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE,10113
Alarm,service,1695916403562,1695916403566,*alarm*:*job.delay*,10114
Wakelock_in,service,1695916403564,1695916403566,*alarm*,10114
Voltage,int,1695916393976,1695916404096,3828,
JobScheduler,service,1695916403581,1695916405120,com.google.android.apps.turbo/com.google.android.libraries.smartbattery.appusage.library.InferAppBucketsJob,10114
Wakelock_in,service,1695916403720,1695916405120,*job*/com.google.android.apps.turbo/com.google.android.libraries.smartbattery.appusage.library.InferAppBucketsJob,10114
Wakelock_in,service,1695916405342,1695916406043,NetworkStats,1000
Alarm,service,1695916406816,1695916406818,*walarm*:*job.deadline*,5012
Wakelock_in,service,1695916410341,1695916410349,*telephony-radio*,1001
Wakelock_in,service,1695916410349,1695916410356,*telephony-radio*,1000
Wakelock_in,service,1695916410356,1695916410357,*telephony-radio*,1001
Alarm,service,1695916406813,1695916411859,*walarm*:action_batch_upload,10226
Wakelock_in,service,1695916406816,1695916411860,*walarm*:action_batch_upload,10226
Voltage,int,1695916404096,1695916414277,3731,
Wakelock_in,service,1695916414277,1695916414432,*telephony-radio*,1001
Wakelock_in,service,1695916414433,1695916414445,*telephony-radio*,1001
Wakelock_in,service,1695916414445,1695916414447,*telephony-radio*,1001
Wakelock_in,service,1695916417263,1695916417265,*telephony-radio*,1001
Wakelock_in,service,1695916417265,1695916417284,*telephony-radio*,1001
Wakelock_in,service,1695916417284,1695916417286,*telephony-radio*,1001
Active process,service,1695916206766,1695916418870,com.samsung.android.sm.policy,10144
Active process,service,1695916204957,1695916419005,com.samsung.android.bixby.wakeup,1000
Alarm,service,1695916421301,1695916421309,*alarm*:StatsCompanionService.pull,1000
Wakelock_in,service,1695916421301,1695916421309,*alarm*:StatsCompanionService.pull,1000
Wakelock_in,service,1695916421308,1695916421345,com.android.server.stats.StatsCompanionService.PullingAlarmListener,1000
Wakelock_in,service,1695916422526,1695916422540,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695916423050,1695916423148,com.samsung.android.bixby.wakeup:DspControlService,1000
Battery Level,int,1695916204957,1695916424436,43,
Voltage,int,1695916414277,1695916424436,3772,
JobScheduler,service,1695916403591,1695916426789,com.samsung.android.sm.devicesecurity/.BackgroundCloudScanJobService,5012
Wakelock_in,service,1695916403623,1695916426789,*job*/com.samsung.android.sm.devicesecurity/.BackgroundCloudScanJobService,5012
Wakelock_in,service,1695916431382,1695916431383,*telephony-radio*,1001
Wakelock_in,service,1695916431383,1695916431390,*telephony-radio*,1000
Wakelock_in,service,1695916431390,1695916431391,*telephony-radio*,1001
Active process,service,1695916204957,1695916431391,com.samsung.android.authfw,5278
Active process,service,1695916422501,1695916431391,com.samsung.android.bixby.wakeup,1000
Active process,service,1695916204957,1695916431391,com.samsung.android.fmm,1000
Active process,service,1695916204957,1695916431391,com.sec.location.nsflp2,5013
Active process,service,1695916210211,1695916431391,com.samsung.android.app.routines,10009
Active process,service,1695916406834,1695916431391,com.instagram.android,10226
Active process,service,1695916204957,1695916431391,com.samsung.android.mcfserver,10492
Active process,service,1695916204957,1695916431391,com.sec.imsservice,1000
Active process,service,1695916247441,1695916431391,com.facebook.katana,10130
Active process,service,1695916338773,1695916431391,it.sky.skysport,10254
Active process,service,1695916414476,1695916431391,com.sec.android.app.desktoplauncher,1000
Active process,service,1695916204957,1695916431391,com.sec.android.provider.badge,10013
Active process,service,1695916204957,1695916431391,com.samsung.android.honeyboard,10357
Active process,service,1695916206325,1695916431391,com.samsung.android.sm.devicesecurity,5012
Active process,service,1695916209702,1695916431391,com.microsoft.appmanager,10119
Active process,service,1695916204957,1695916431391,com.sec.android.app.launcher,10113
Active process,service,1695916410902,1695916431391,com.android.printspooler,10129
Active process,service,1695916411309,1695916431391,com.samsung.android.game.gos,10159
Active process,service,1695916204957,1695916431391,android.process.acore,10019
Active process,service,1695916250399,1695916431391,com.google.android.gms,10044
Active process,service,1695916341560,1695916431391,com.google.process.gapps,10044
Battery Level,int,1695916424436,1695916431391,42,
Active process,service,1695916204957,1695916431391,com.samsung.android.app.cocktailbarservice,10022
Active process,service,1695916209271,1695916431391,com.android.settings,1000
Active process,service,1695916204957,1695916431391,android:drmService,1000
Active process,service,1695916204957,1695916431391,com.sec.sve,1000
Active process,service,1695916207333,1695916431391,com.samsung.android.dqagent,1000
Active process,service,1695916397393,1695916431391,com.samsung.android.da.daagent,1000
Active process,service,1695916204957,1695916431391,com.android.se,1068
Active process,service,1695916204957,1695916431391,com.sec.android.app.dexonpc,1000
Active process,service,1695916249325,1695916431391,com.facebook.system,10034
Active process,service,1695916340519,1695916431391,com.google.android.webview:webview_service,10158
Health,string,1695916204957,1695916431391,g,
Active process,service,1695916204957,1695916431391,com.google.android.googlequicksearchbox:search,10118
Coulomb charge,int,1695916373782,1695916431391,1701,
Partial wakelock,service,1695916204957,1695916431391,unknown-wakelock-holder,
Active process,service,1695916398175,1695916431391,com.sec.android.desktopmode.uiservice,10025
Plug,string,1695916353921,1695916431391,u,
CPU running,string,1695916204957,1695916431391,1695916431391~Unknown wakeup reason,
Active process,service,1695916206640,1695916431391,com.google.android.apps.turbo,10114
Active process,service,1695916204957,1695916431391,com.samsung.android.mcfds,10486
Active process,service,1695916206980,1695916431391,com.samsung.android.lool,1000
Active process,service,1695916342859,1695916431391,com.google.android.permissioncontroller,10279
Active process,service,1695916343755,1695916431391,com.android.vending:background,10070
Screen,bool,1695916204957,1695916431391,true,unknown screen on reason
Active process,service,1695916204957,1695916431391,com.facebook.services,10035
Active process,service,1695916214076,1695916431391,com.google.process.gservices,10044
Active process,service,1695916339996,1695916431391,com.android.vending,10070
Voltage,int,1695916424436,1695916431391,3711,
Wifi supplicant,string,1695916204957,1695916431391,compl,
Active process,service,1695916204957,1695916431391,com.android.providers.media.module,10423
Active process,service,1695916204957,1695916431391,com.google.android.ext.services,10045
Active process,service,1695916361790,1695916431391,com.android.traceur,10140
Active process,service,1695916403592,1695916431391,com.google.android.apps.turbo:aab,10114
Active process,service,1695916412994,1695916431391,com.samsung.android.app.taskedge,10110
Active process,service,1695916204957,1695916431391,com.google.android.as,10402
Active process,service,1695916204957,1695916431391,com.android.nfc,1027
Active process,service,1695916204957,1695916431391,com.samsung.android.smartface,1000
Active process,service,1695916209969,1695916431391,com.samsung.android.mdx,10059
Wifi radio,bool,1695916204957,1695916431391,true,
Active process,service,1695916204957,1695916431391,com.android.phone,1001
Active process,service,1695916204957,1695916431391,com.sec.android.diagmonagent,1000
Active process,service,1695916209470,1695916431391,com.google.android.projection.gearhead:car,10276
Active process,service,1695916204957,1695916431391,com.android.cellbroadcastservice,1001
Plugged,bool,1695916353921,1695916431391,true,
Charging status,string,1695916353921,1695916431391,c,
Active process,service,1695916204957,1695916431391,com.google.android.googlequicksearchbox:interactor,10118
Active process,service,1695916204957,1695916431391,com.whatsapp,10227
Mobile signal strength,string,1695916204957,1695916431391,good,
Active process,service,1695916204957,1695916431391,com.sec.android.sdhms,1000
Active process,service,1695916422892,1695916431391,com.samsung.android.bixby.agent,5018
Brightness,int,1695916204957,1695916431391,2,
Active process,service,1695916204957,1695916431391,com.samsung.android.beaconmanager,5006
Active process,service,1695916204957,1695916431391,com.samsung.android.samsungpass,10085
Active process,service,1695916414663,1695916431391,com.samsung.android.kgclient,10057
Active process,service,1695916204957,1695916431391,com.samsung.android.smartsuggestions,10392
Active process,service,1695916204957,1695916431391,com.samsung.android.server.wifi.mobilewips,10488
Active process,service,1695916204957,1695916431391,com.google.android.gms.persistent,10044
Active process,service,1695916343544,1695916431391,com.samsung.android.app.appsedge,10010
Top app,service,1695916348578,1695916431391,com.sec.android.app.launcher,10113
Wifi on,bool,1695916204957,1695916431391,true,
Active process,service,1695916204957,1695916431391,com.samsung.android.service.peoplestripe,10069
Active process,service,1695916248853,1695916431391,com.facebook.appmanager,10194
Active process,service,1695916222705,1695916431391,com.samsung.android.samsungpassautofill,10149
Wakelock_in,service,1695916204957,1695916431391,screen,-1
Active process,service,1695916397411,1695916431391,com.samsung.klmsagent,10055
Active process,service,1695916204957,1695916431391,com.samsung.android.bio.face.service,1000
Active process,service,1695916204957,1695916431391,com.samsung.sec.android.teegris.tui_service,1000
Network connectivity,service,1695916206086,1695916431391,"TYPE_WIFI:""CONNECTED""",
BLE scanning,bool,1695916204957,1695916431391,true,
Active process,service,1695916204957,1695916431391,com.samsung.android.mdx.kit,5025
Active process,service,1695916204957,1695916431391,com.android.bluetooth,1002
Active process,service,1695916204957,1695916431391,com.android.networkstack.process,1073
Active process,service,1695916204957,1695916431391,com.samsung.android.oneconnect:Core,10222
Active process,service,1695916340208,1695916431391,com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0,10254
Temperature,int,1695916353921,1695916431391,349,
Active process,service,1695916204957,1695916431391,android.process.media,10026
Wifi signal strength,string,1695916204957,1695916431391,good,
Active process,service,1695916204957,1695916431391,com.android.systemui,10009
