metric,type,start_time,end_time,value,opt
Wakelock_in,service,1695741233723,1695741233726,nearby:ENWearableDeviceManager,10044
Wakelock_in,service,1695741233814,1695741233873,NetworkStats,1000
Wakelock_in,service,1695741234910,1695741234961,NetworkStats,1000
Wakelock_in,service,1695741235040,1695741235042,*telephony-radio*,1001
Wakelock_in,service,1695741235042,1695741235048,*telephony-radio*,1000
Wakelock_in,service,1695741235048,1695741235049,*telephony-radio*,1001
Wakelock_in,service,1695741235383,1695741235538,NetworkStats,1000
Wakelock_in,service,1695741233255,1695741235567,Icing,10044
Wakelock_in,service,1695741235540,1695741235581,NetworkStats,1000
Wakelock_in,service,1695741235768,1695741235768,Icing,10044
Wakelock_in,service,1695741235567,1695741235768,Icing,10093
Wakelock_in,service,1695741236473,1695741236479,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695741236505,1695741236506,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695741236510,1695741236511,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695741236796,1695741236798,GCM_WORK,10044
Wakelock_in,service,1695741235678,1695741236966,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695741237537,1695741237949,NetworkStats,1000
Wakelock_in,service,1695741240019,1695741240022,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695741243806,1695741243823,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695741246036,1695741246042,GCM_WORK,10044
Wakelock_in,service,1695741246947,1695741247184,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695741252204,1695741252210,GCM_WORK,10044
Wakelock_in,service,1695741264545,1695741264546,GCM_WORK,10044
Wakelock_in,service,1695741265182,1695741265537,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695741267643,1695741267645,GCM_WORK,10044
Wakelock_in,service,1695741269285,1695741269300,*alarm*:WakingExecutorService.ACTION_ALARM.com.facebook.katana.Mqtt_Wakeup,10130
Wakelock_in,service,1695741269300,1695741269311,*alarm*,10227
Wakelock_in,service,1695741269311,1695741269313,*alarm*,10113
Wakelock_in,service,1695741269312,1695741269331,*job*/com.whatsapp/.AlarmService,10227
Wakelock_in,service,1695741272623,1695741272624,*job*/com.samsung.android.smartsuggestions/.extservice.util.LocalPackageJobService,10392
Wakelock_in,service,1695741272620,1695741272631,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695741272623,1695741272636,*job*/com.sec.android.app.shealth/com.samsung.android.app.shealth.wearable.packageinfo.PackageInformationJobIntentService,10218
Wakelock_in,service,1695741272621,1695741272652,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695741272684,1695741272701,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695741272654,1695741272758,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
Wakelock_in,service,1695741272777,1695741272779,Icing,10044
Wakelock_in,service,1695741272779,1695741272783,Icing,10031
Wakelock_in,service,1695741272787,1695741272787,Icing,10031
Wakelock_in,service,1695741272787,1695741272788,Icing,10044
Wakelock_in,service,1695741272935,1695741272940,nearby:ENWearableDeviceManager,10044
Wakelock_in,service,1695741272934,1695741272941,*job*/com.samsung.android.app.routines/.domainmodel.metadata.impl.MetadataLoaderJobService,10009
Wakelock_in,service,1695741272942,1695741272950,Icing,10044
Wakelock_in,service,1695741272950,1695741272960,Icing,10031
Wakelock_in,service,1695741272961,1695741272961,Icing,10031
Wakelock_in,service,1695741273046,1695741273046,Icing,10031
Wakelock_in,service,1695741272961,1695741273046,Icing,10044
Wakelock_in,service,1695741273056,1695741273056,Icing,10031
Wakelock_in,service,1695741273056,1695741273076,Icing,10044
Wakelock_in,service,1695741273789,1695741273793,GCM_WORK,10044
Wakelock_in,service,1695741273868,1695741273926,NetworkStats,1000
Wakelock_in,service,1695741273969,1695741274010,NetworkStats,1000
Wakelock_in,service,1695741274055,1695741274098,NetworkStats,1000
Wakelock_in,service,1695741274108,1695741274109,*telephony-radio*,1001
Wakelock_in,service,1695741274109,1695741274116,*telephony-radio*,1000
Wakelock_in,service,1695741274116,1695741274117,*telephony-radio*,1001
Wakelock_in,service,1695741274870,1695741274871,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695741274923,1695741274942,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695741274979,1695741274985,*job*/com.samsung.android.smartsuggestions/com.samsung.android.app.deepsky.donation.receiver.PackageChangeJobService,10392
Wakelock_in,service,1695741274810,1695741275225,*launch*,10031
Wakelock_in,service,1695741274952,1695741275303,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695741276863,1695741276872,GCM_WORK,10044
Wakelock_in,service,1695741282970,1695741282975,GCM_WORK,10044
Wakelock_in,service,1695741286035,1695741286040,GCM_WORK,10044
Wakelock_in,service,1695741286319,1695741286320,*telephony-radio*,1001
Wakelock_in,service,1695741286320,1695741286328,*telephony-radio*,1000
Wakelock_in,service,1695741286328,1695741286329,*telephony-radio*,1001
Wakelock_in,service,1695741295309,1695741295312,GCM_WORK,10044
Wakelock_in,service,1695741297823,1695741297958,*launch*,10031
Wakelock_in,service,1695741300022,1695741300024,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695741303812,1695741303817,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695741308271,1695741309468,*launch*,10031
Wakelock_in,service,1695741313151,1695741313302,*launch*,10031
Wakelock_in,service,1695741316826,1695741316829,GCM_WORK,10044
Wakelock_in,service,1695741316854,1695741316872,*walarm*:com.google.android.gms.gcm.HEARTBEAT_ALARM,10044
Wakelock_in,service,1695741316869,1695741316885,GCM_HB_ALARM,10044
Wakelock_in,service,1695741316865,1695741316887,GCM_WORK,10044
Wakelock_in,service,1695741319911,1695741319915,GCM_WORK,10044
Wakelock_in,service,1695741321620,1695741321789,*launch*,10031
Wakelock_in,service,1695741322023,1695741322024,*alarm*:*job.delay*,10070
Wakelock_in,service,1695741322608,1695741322617,GCM_READ,10044
Wakelock_in,service,1695741322612,1695741322637,GCM_WORK,10044
Wakelock_in,service,1695741322675,1695741322683,GCM_READ,10044
Wakelock_in,service,1695741322683,1695741322702,GCM_WORK,10044
Wakelock_in,service,1695741322704,1695741322713,GCM_WORK,10044
Wakelock_in,service,1695741322743,1695741322744,*telephony-sem-radio*,1001
Wakelock_in,service,1695741322744,1695741322744,*telephony-sem-radio*,1001
Wakelock_in,service,1695741322745,1695741322747,*telephony-sem-radio*,1001
Wakelock_in,service,1695741322747,1695741322748,*telephony-sem-radio*,1001
Wakelock_in,service,1695741322751,1695741322753,*telephony-sem-radio*,1001
Wakelock_in,service,1695741322641,1695741322873,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695741325107,1695741325344,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695741327502,1695741327782,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695741329029,1695741329104,NetworkStats,1000
Wakelock_in,service,1695741329968,1695741330211,*job*/com.android.vending/com.google.android.finsky.scheduler.process.mainimpl.PhoneskyJobServiceMain,10070
Wakelock_in,service,1695741346238,1695741346342,*launch*,10031
Wakelock_in,service,1695741346524,1695741346525,*telephony-radio*,1001
Wakelock_in,service,1695741346525,1695741346531,*telephony-radio*,1000
Wakelock_in,service,1695741346531,1695741346532,*telephony-radio*,1001
Wakelock_in,service,1695741347063,1695741347238,*launch*,10031
Wakelock_in,service,1695741347416,1695741347417,GCM_WORK,10044
Wakelock_in,service,1695741355595,1695741355683,*launch*,10113
Wakelock_in,service,1695741356623,1695741356625,GCM_WORK,10044
Wakelock_in,service,1695741359746,1695741359752,GCM_WORK,10044
Wakelock_in,service,1695741359852,1695741359855,Wakeful StateMachine: GeofencerStateMachine,10044
Wakelock_in,service,1695741359876,1695741359877,*telephony-sem-radio*,1001
Wakelock_in,service,1695741359877,1695741359880,*telephony-sem-radio*,1001
Wakelock_in,service,1695741359880,1695741359886,*telephony-sem-radio*,1001
Wakelock_in,service,1695741359886,1695741359889,*telephony-sem-radio*,1001
Wakelock_in,service,1695741359894,1695741359896,*telephony-sem-radio*,1001
Wakelock_in,service,1695741359854,1695741359927,NlpWakeLock,10044
Wakelock_in,service,1695741359931,1695741359932,*telephony-radio*,1001
Wakelock_in,service,1695741359933,1695741359944,*telephony-radio*,1000
Wakelock_in,service,1695741359944,1695741359945,*telephony-radio*,1001
Wakelock_in,service,1695741359954,1695741359964,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695741359967,1695741359986,*gms_scheduler*:internal,10044
Wakelock_in,service,1695741359975,1695741359988,AudioMix,1041
Wakelock_in,service,1695741360016,1695741360017,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695741360147,1695741360154,*telephony-radio*,1001
Wakelock_in,service,1695741360058,1695741360157,NetworkStats,1000
Wakelock_in,service,1695741360168,1695741360168,*telephony-radio*,1001
Wakelock_in,service,1695741359988,1695741360179,AudioMix,10009
Wakelock_in,service,1695741360225,1695741360226,*telephony-radio*,1001
Wakelock_in,service,1695741360156,1695741360233,*telephony-radio*,1000
Wakelock_in,service,1695741360233,1695741360234,*telephony-radio*,1001
Wakelock_in,service,1695741360179,1695741360501,AudioMix,1041
Wakelock_in,service,1695741360671,1695741360687,*alarm*:com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE,10113
Wakelock_in,service,1695741361621,1695741361649,NetworkStats,1000
Wakelock_in,service,1695741360338,1695741361689,android.media.MediaPlayer,10009
Wakelock_in,service,1695741360501,1695741361707,AudioMix,10009
Wakelock_in,service,1695741361707,1695741362981,AudioMix,1041
Wakelock_in,service,1695741363813,1695741363823,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695741365883,1695741365896,GCM_WORK,10044
Wakelock_in,service,1695741368351,1695741368354,*alarm*:StatsCompanionService.pull,1000
Wakelock_in,service,1695741368351,1695741368447,com.android.server.stats.StatsCompanionService.PullingAlarmListener,1000
Wakelock_in,service,1695741372092,1695741372098,GCM_WORK,10044
Wakelock_in,service,1695741381121,1695741381122,*telephony-radio*,1001
Wakelock_in,service,1695741381122,1695741381132,*telephony-radio*,1000
Wakelock_in,service,1695741381132,1695741381133,*telephony-radio*,1001
Wakelock_in,service,1695741412562,1695741412568,*alarm*:*job.delay*,1000
Wakelock_in,service,1695741412568,1695741412578,*alarm*,5012
Wakelock_in,service,1695741412578,1695741412579,*alarm*,1000
Wakelock_in,service,1695741412579,1695741412579,*alarm*,10218
Wakelock_in,service,1695741412585,1695741413968,*job*/com.sec.android.diagmonagent/.sa.scheduler.CustomUploadCellularJobService,1000
Wakelock_in,service,1695741414011,1695741414013,*telephony-radio*,1001
Wakelock_in,service,1695741414013,1695741414027,*telephony-radio*,1000
Wakelock_in,service,1695741414027,1695741414028,*telephony-radio*,1001
Wakelock_in,service,1695741420021,1695741420022,*alarm*:TIME_TICK,1000
Wakelock_in,service,1695741420451,1695741421157,*telephony-radio*,1001
Wakelock_in,service,1695741421157,1695741421167,*telephony-radio*,1000
Wakelock_in,service,1695741421167,1695741421170,*telephony-radio*,1001
Wakelock_in,service,1695741423815,1695741423821,*alarm*:DetectMovementSPListener,1000
Wakelock_in,service,1695741412603,1695741429376,*job*/com.samsung.android.sm.devicesecurity/.BackgroundCloudScanJobService,5012
Wakelock_in,service,1695741449461,1695741449464,*telephony-radio*,1001
Wakelock_in,service,1695741449464,1695741449473,*telephony-radio*,1001
Wakelock_in,service,1695741449473,1695741449474,*telephony-radio*,1001
Wakelock_in,service,1695741453243,1695741457161,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork(),10118
Wakelock_in,service,1695741457235,1695741457236,*job*/com.google.android.googlequicksearchbox/androidx.work.impl.background.systemjob.SystemJobService,10118
Wakelock_in,service,1695741457256,1695741457269,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695741457506,1695741457517,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695741457506,1695741457565,*job*/com.samsung.android.networkdiagnostic/androidx.work.impl.background.systemjob.SystemJobService,5023
Wakelock_in,service,1695741457601,1695741457632,*job*/com.samsung.android.networkdiagnostic/androidx.work.impl.background.systemjob.SystemJobService,5023
Wakelock_in,service,1695741462975,1695741463000,GCM_READ,10044
Wakelock_in,service,1695741462978,1695741463030,GCM_WORK,10044
Wakelock_in,service,1695741464509,1695741464518,*alarm*:com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE,10113
Wakelock_in,service,1695741465976,1695741465977,*telephony-radio*,1001
Wakelock_in,service,1695741465977,1695741465988,*telephony-radio*,1000
Wakelock_in,service,1695741465988,1695741465988,*telephony-radio*,1001
Wakelock_in,service,1695741139679,1695741465988,screen,-1
