metric,type,start_time,end_time,value,opt
Wakelock_in,service,1695721945117,1695721945170,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
Wakelock_in,service,1695721945164,1695721945226,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$GmsReceiverIntentOperation,10044
JobScheduler,service,1695721945133,1695721945232,com.samsung.android.smartsuggestions/.extservice.util.LocalPackageJobService,10392
Wakelock_in,service,1695721945230,1695721945232,*job*/com.samsung.android.smartsuggestions/.extservice.util.LocalPackageJobService,10392
JobScheduler,service,1695721945094,1695721945267,com.sec.android.app.shealth/com.samsung.android.app.shealth.wearable.packageinfo.PackageInformationJobIntentService,10218
Wakelock_in,service,1695721945256,1695721945267,*job*/com.sec.android.app.shealth/com.samsung.android.app.shealth.wearable.packageinfo.PackageInformationJobIntentService,10218
Wakelock_in,service,1695721945269,1695721945270,Icing,10044
Wakelock_in,service,1695721945270,1695721945277,Icing,10031
Wakelock_in,service,1695721945291,1695721945291,Icing,10031
Wakelock_in,service,1695721945291,1695721945291,Icing,10044
Wakelock_in,service,1695721945355,1695721945358,nearby:ENWearableDeviceManager,10044
Wakelock_in,service,1695721945404,1695721945408,Icing,10044
Wakelock_in,service,1695721945408,1695721945425,Icing,10031
Wakelock_in,service,1695721945283,1695721945425,IntentOp:.common.broadcast.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,10044
